ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.CodigoBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeApelido;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.DataCriacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
;;;;;;;;;;;;;;;;;;;;;592;MT;;;;;;;1º Suplente;;;;;;;2982;2022-06-07;2022-10-05;RET;Retorno do titular;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33036219;1;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33033778;2;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33033772;4;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33036209;5;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33036213;5;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;33033775;6;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6362;925;Mauro Carvalho Junior;Mauro Carvalho Junior;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6362.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6362;;sen.maurocarvalhojunior@senado.leg.br;;;;UNIÃO;MT;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;621;MT;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;621;MT;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;621;MT;;;;;;;1º Suplente;Titular;1173;Wellington Fagundes;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;621;MT;;;;;;;1º Suplente;;;;2º Suplente;6363;Rosana Martinelli;;;;;;
;;;;;;;;;;;;;;;;;;;;;621;MT;;;;;;;1º Suplente;;;;;;;3043;2023-07-05;;;;
6027;881;Mecias de Jesus;Antônio Mecias Pereira de Jesus;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027;;sen.meciasdejesus@senado.leg.br;33035291;1;Não;REPUBLICANOS;RR;;;;;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
6027;881;Mecias de Jesus;Antônio Mecias Pereira de Jesus;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027;;sen.meciasdejesus@senado.leg.br;33035292;2;Não;REPUBLICANOS;RR;;;;;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
6027;881;Mecias de Jesus;Antônio Mecias Pereira de Jesus;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027;;sen.meciasdejesus@senado.leg.br;;;;REPUBLICANOS;RR;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;578;RR;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;578;RR;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;578;RR;;;;;;;Titular;;;;1º Suplente;6025;Enfermeira Roberta;;;;;;
;;;;;;;;;;;;;;;;;;;;;578;RR;;;;;;;Titular;;;;2º Suplente;6026;Afonso Parente;;;;;;
;;;;;;;;;;;;;;;;;;;;;578;RR;;;;;;;Titular;;;;;;;2890;2019-02-01;;;;
5985;858;Nelsinho Trad;Nelson Trad Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985;https://www.nelsinhotrad.com.br/;sen.nelsinhotrad@senado.leg.br;33036767;1;Não;PSD;MS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5985;858;Nelsinho Trad;Nelson Trad Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985;https://www.nelsinhotrad.com.br/;sen.nelsinhotrad@senado.leg.br;33036768;2;Não;PSD;MS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5985;858;Nelsinho Trad;Nelson Trad Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985;https://www.nelsinhotrad.com.br/;sen.nelsinhotrad@senado.leg.br;;;;PSD;MS;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;560;MS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;560;MS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;560;MS;;;;;;;Titular;;;;1º Suplente;5983;José Chagas;;;;;;
;;;;;;;;;;;;;;;;;;;;;560;MS;;;;;;;Titular;;;;2º Suplente;5984;Professora Bazé;;;;;;
;;;;;;;;;;;;;;;;;;;;;560;MS;;;;;;;Titular;;;;;;;2927;2019-02-01;;;;
5525;803;Omar Aziz;Omar José Abdel Aziz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525;;sen.omaraziz@senado.leg.br;33036579;1;Não;PSD;AM;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5525;803;Omar Aziz;Omar José Abdel Aziz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525;;sen.omaraziz@senado.leg.br;33036581;2;Não;PSD;AM;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5525;803;Omar Aziz;Omar José Abdel Aziz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525;;sen.omaraziz@senado.leg.br;;;;PSD;AM;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;619;AM;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;619;AM;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;1º Suplente;6334;Cheila Moreira;;;;;;
;;;;;;;;;;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;2º Suplente;4774;João Pedro;;;;;;
;;;;;;;;;;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;;;;3031;2023-02-01;;;;
5924;857;Oriovisto Guimarães;Oriovisto Guimaraes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924;http://www.oriovistoguimaraes.com.br/;sen.oriovistoguimaraes@senado.leg.br;33031635;1;Não;PODEMOS;PR;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5924;857;Oriovisto Guimarães;Oriovisto Guimaraes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924;http://www.oriovistoguimaraes.com.br/;sen.oriovistoguimaraes@senado.leg.br;;;;PODEMOS;PR;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;541;PR;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;541;PR;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;1º Suplente;5921;Paulo Salamuni;;;;;;
;;;;;;;;;;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;2º Suplente;5922;Plinio Destro;;;;;;
;;;;;;;;;;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;;;;2928;2019-02-01;;;;
5523;831;Otto Alencar;Otto Roberto Mendonça de Alencar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523;;sen.ottoalencar@senado.leg.br;33033172;1;Não;PSD;BA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5523;831;Otto Alencar;Otto Roberto Mendonça de Alencar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523;;sen.ottoalencar@senado.leg.br;33031464;2;Não;PSD;BA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5523;831;Otto Alencar;Otto Roberto Mendonça de Alencar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523;;sen.ottoalencar@senado.leg.br;33031467;3;Não;PSD;BA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5523;831;Otto Alencar;Otto Roberto Mendonça de Alencar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523;;sen.ottoalencar@senado.leg.br;;;;PSD;BA;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;622;BA;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;622;BA;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;1º Suplente;6348;Terence Lessa;;;;;;
;;;;;;;;;;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;2º Suplente;6349;Hildinha Menezes;;;;;;
;;;;;;;;;;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;;;;3030;2023-02-01;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;33035232;1;Não;PT;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;33035231;2;Não;PT;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;33035230;3;Não;PT;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;33035235;4;Não;PT;RS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;;;;PT;RS;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;523;RS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;523;RS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;1º Suplente;6017;Cleonice Back;;;;;;
;;;;;;;;;;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;2º Suplente;6018;Reginete Bispo;;;;;;
;;;;;;;;;;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;;;;2929;2019-02-01;;;;
5502;801;Plínio Valério;Francisco Plínio Valério Tomaz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502;;sen.pliniovalerio@senado.leg.br;33032898;1;Não;PSDB;AM;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5502;801;Plínio Valério;Francisco Plínio Valério Tomaz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502;;sen.pliniovalerio@senado.leg.br;33032800;2;Não;PSDB;AM;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5502;801;Plínio Valério;Francisco Plínio Valério Tomaz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502;;sen.pliniovalerio@senado.leg.br;;;;PSDB;AM;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;573;AM;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;573;AM;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;1º Suplente;6013;Carlos Alberto;;;;;;
;;;;;;;;;;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;2º Suplente;5931;Jacira Souza;;;;;;
;;;;;;;;;;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;;;;2906;2019-02-01;;;;
5386;917;Professora Dorinha Seabra;Maria Auxiliadora Seabra Rezende;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5386.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5386;;sen.professoradorinhaseabra@senado.leg.br;33035990;1;Não;UNIÃO;TO;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5386;917;Professora Dorinha Seabra;Maria Auxiliadora Seabra Rezende;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5386.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5386;;sen.professoradorinhaseabra@senado.leg.br;;;;UNIÃO;TO;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;615;TO;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;615;TO;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;1º Suplente;6387;Professora Lu;;;;;;
;;;;;;;;;;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;2º Suplente;6388;Mauricio Buffon;;;;;;
;;;;;;;;;;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;;;;3022;2023-02-01;;;;
5012;827;Randolfe Rodrigues;Randolph Frederich Rodrigues Alves;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012;https://www.facebook.com/randolferodrigues;sen.randolferodrigues@senado.leg.br;33036777;1;Não;REDE;AP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5012;827;Randolfe Rodrigues;Randolph Frederich Rodrigues Alves;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012;https://www.facebook.com/randolferodrigues;sen.randolferodrigues@senado.leg.br;33036568;2;Não;REDE;AP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5012;827;Randolfe Rodrigues;Randolph Frederich Rodrigues Alves;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012;https://www.facebook.com/randolferodrigues;sen.randolferodrigues@senado.leg.br;;;;REDE;AP;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;522;AP;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;522;AP;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;1º Suplente;5923;Alberto David;;;;;;
;;;;;;;;;;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;2º Suplente;5925;Pastor Gaia;;;;;;
;;;;;;;;;;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;;;;2930;2019-02-01;;;;
70;875;Renan Calheiros;José Renan Vasconcelos Calheiros;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/70;https://www.renancalheiros.com.br/;sen.renancalheiros@senado.leg.br;33032261;1;Não;MDB;AL;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
70;875;Renan Calheiros;José Renan Vasconcelos Calheiros;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/70;https://www.renancalheiros.com.br/;sen.renancalheiros@senado.leg.br;;;;MDB;AL;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;1º Suplente;5913;Rafael Tenório;;;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;2º Suplente;5916;Silvania Barbosa;;;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;;;;2992;2022-10-01;;;;
;;;;;;;;;;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;;;;2917;2019-02-01;2022-06-02;LCS;Licença com convocação de suplente (sup 120 dias);
5905;874;Rodrigo Cunha;Rodrigo Santos Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5905;;sen.rodrigocunha@senado.leg.br;33036083;1;Não;PODEMOS;AL;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5905;874;Rodrigo Cunha;Rodrigo Santos Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5905;;sen.rodrigocunha@senado.leg.br;;;;PODEMOS;AL;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;1º Suplente;5906;Dra. Eudócia;;;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;2º Suplente;5907;Henrique Arruda;;;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;;;;2991;2022-09-22;;;;
;;;;;;;;;;;;;;;;;;;;;537;AL;;;;;;;Titular;;;;;;;2932;2019-02-01;2022-05-23;LCS;Licença com convocação de suplente (sup 120 dias);
5732;844;Rodrigo Pacheco;Rodrigo Otavio Soares Pacheco;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732;;sen.rodrigopacheco@senado.leg.br;33032794;1;Não;PSD;MG;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5732;844;Rodrigo Pacheco;Rodrigo Otavio Soares Pacheco;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732;;sen.rodrigopacheco@senado.leg.br;33032795;2;Não;PSD;MG;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
